channelId,viewCount,subscriberCount,hiddenSubscriberCount,videoCount
UC_J8pc1BakFIt5Ot0zNGSgg,23362,,True,163
UCsToCokbv8MZt8uxNq4vMaQ,132865,1350.0,False,81
UCPiWyQwaHVRi9nlmDZ5KVrA,70506,,True,38
UCxYLTyY1NVzhhig4MrN1prg,4172300,33400.0,False,240
UCE2bC7wKchdg1jxQu6Oa6eA,16562,211.0,False,33
UC7btkA9gPK5nqnCqkFhroAw,6601,,True,25
UCaa0Wey3wlgS_S4Q9Xt5FyQ,26097,342.0,False,13
UCY_Orx3ARzprAoxiFZHehbw,45491,140.0,False,5
UC540MxPA2gRafeUfIorjSYw,954,,True,10
UCVFDlPH2CZLH2yGLg4n_5dw,5,0.0,False,12
UCjCk8SV4fZfL6PfVZY5bmnQ,203807,2440.0,False,80
UCALvP47Iixd9I29jHCKzEFQ,75384,,True,34
UC2_pbFooLdBZqpScxamENYA,53139,1780.0,False,68
UCHWAHEDfMU3dX-CbB_RSQvA,20707,610.0,False,19
UC5-tX1b_iJtn8yGoPCvkiSw,3266,,True,6
UCN14VoNSni7WqcGeuWn2OLg,158072134,1170000.0,False,1416
UCF20DheCsen-iOMtHN1XMcw,32461150,337000.0,False,102
